"pair_id","patient_id","lnp_id","validation_group","fold"
"PAIR_05429","VP_092","LNP_0345","lnp_id",3
"PAIR_05430","VP_037","LNP_0085","lnp_id",4
"PAIR_05431","VP_124","LNP_0198","lnp_id",2
"PAIR_05432","VP_086","LNP_0015","lnp_id",5
"PAIR_05433","VP_065","LNP_0120","lnp_id",4
"PAIR_05434","VP_132","LNP_0343","lnp_id",2
"PAIR_05435","VP_178","LNP_0239","lnp_id",4
"PAIR_05436","VP_177","LNP_0397","lnp_id",2
"PAIR_05437","VP_200","LNP_0360","lnp_id",5
"PAIR_05438","VP_036","LNP_0304","lnp_id",2
"PAIR_05439","VP_149","LNP_0411","lnp_id",1
"PAIR_05440","VP_104","LNP_0323","lnp_id",5
"PAIR_05441","VP_174","LNP_0364","lnp_id",3
"PAIR_05442","VP_080","LNP_0105","lnp_id",5
"PAIR_05443","VP_095","LNP_0113","lnp_id",3
"PAIR_05444","VP_022","LNP_0443","lnp_id",5
"PAIR_05445","VP_089","LNP_0351","lnp_id",2
"PAIR_05446","VP_101","LNP_0395","lnp_id",1
"PAIR_05447","VP_144","LNP_0332","lnp_id",5
"PAIR_05448","VP_043","LNP_0107","lnp_id",1
"PAIR_05449","VP_079","LNP_0059","lnp_id",1
"PAIR_05450","VP_107","LNP_0374","lnp_id",2
"PAIR_05451","VP_084","LNP_0094","lnp_id",1
"PAIR_05452","VP_160","LNP_0005","lnp_id",5
"PAIR_05453","VP_142","LNP_0317","lnp_id",4
"PAIR_05454","VP_009","LNP_0366","lnp_id",3
"PAIR_05455","VP_183","LNP_0093","lnp_id",3
"PAIR_05456","VP_164","LNP_0361","lnp_id",4
"PAIR_05457","VP_092","LNP_0127","lnp_id",1
"PAIR_05458","VP_126","LNP_0480","lnp_id",2
"PAIR_05459","VP_119","LNP_0350","lnp_id",5
"PAIR_05460","VP_020","LNP_0039","lnp_id",1
"PAIR_05461","VP_038","LNP_0189","lnp_id",2
"PAIR_05462","VP_053","LNP_0121","lnp_id",1
"PAIR_05463","VP_153","LNP_0030","lnp_id",5
"PAIR_05464","VP_140","LNP_0443","lnp_id",5
"PAIR_05465","VP_101","LNP_0478","lnp_id",5
"PAIR_05466","VP_081","LNP_0162","lnp_id",2
"PAIR_05467","VP_174","LNP_0257","lnp_id",3
"PAIR_05468","VP_099","LNP_0391","lnp_id",2
"PAIR_05469","VP_091","LNP_0276","lnp_id",5
"PAIR_05470","VP_111","LNP_0347","lnp_id",4
"PAIR_05471","VP_125","LNP_0494","lnp_id",4
"PAIR_05472","VP_184","LNP_0188","lnp_id",5
"PAIR_05473","VP_126","LNP_0282","lnp_id",1
"PAIR_05474","VP_157","LNP_0457","lnp_id",1
"PAIR_05475","VP_111","LNP_0031","lnp_id",4
"PAIR_05476","VP_183","LNP_0038","lnp_id",4
"PAIR_05477","VP_164","LNP_0131","lnp_id",1
"PAIR_05478","VP_190","LNP_0123","lnp_id",2
"PAIR_05479","VP_006","LNP_0376","lnp_id",3
"PAIR_05480","VP_068","LNP_0124","lnp_id",3
"PAIR_05481","VP_043","LNP_0080","lnp_id",4
"PAIR_05482","VP_143","LNP_0098","lnp_id",4
"PAIR_05483","VP_033","LNP_0393","lnp_id",4
"PAIR_05484","VP_001","LNP_0165","lnp_id",3
"PAIR_05485","VP_095","LNP_0114","lnp_id",2
"PAIR_05486","VP_108","LNP_0347","lnp_id",4
"PAIR_05487","VP_124","LNP_0235","lnp_id",2
"PAIR_05488","VP_066","LNP_0367","lnp_id",3
"PAIR_05489","VP_098","LNP_0461","lnp_id",3
"PAIR_05490","VP_051","LNP_0412","lnp_id",3
"PAIR_05491","VP_014","LNP_0498","lnp_id",4
"PAIR_05492","VP_175","LNP_0348","lnp_id",4
"PAIR_05493","VP_140","LNP_0150","lnp_id",1
"PAIR_05494","VP_193","LNP_0059","lnp_id",1
"PAIR_05495","VP_047","LNP_0223","lnp_id",4
"PAIR_05496","VP_187","LNP_0222","lnp_id",2
"PAIR_05497","VP_064","LNP_0263","lnp_id",2
"PAIR_05498","VP_177","LNP_0286","lnp_id",4
"PAIR_05499","VP_017","LNP_0010","lnp_id",4
"PAIR_05500","VP_115","LNP_0057","lnp_id",5
"PAIR_05501","VP_044","LNP_0007","lnp_id",3
"PAIR_05502","VP_194","LNP_0397","lnp_id",2
"PAIR_05503","VP_123","LNP_0085","lnp_id",4
"PAIR_05504","VP_135","LNP_0372","lnp_id",4
"PAIR_05505","VP_155","LNP_0209","lnp_id",4
"PAIR_05506","VP_093","LNP_0297","lnp_id",4
"PAIR_05507","VP_143","LNP_0150","lnp_id",1
"PAIR_05508","VP_195","LNP_0387","lnp_id",2
"PAIR_05509","VP_079","LNP_0071","lnp_id",5
"PAIR_05510","VP_141","LNP_0341","lnp_id",5
"PAIR_05511","VP_123","LNP_0354","lnp_id",4
"PAIR_05512","VP_133","LNP_0442","lnp_id",5
"PAIR_05513","VP_190","LNP_0398","lnp_id",5
"PAIR_05514","VP_168","LNP_0049","lnp_id",3
"PAIR_05515","VP_143","LNP_0433","lnp_id",1
"PAIR_05516","VP_061","LNP_0387","lnp_id",2
"PAIR_05517","VP_142","LNP_0316","lnp_id",5
"PAIR_05518","VP_130","LNP_0477","lnp_id",5
"PAIR_05519","VP_036","LNP_0298","lnp_id",3
"PAIR_05520","VP_194","LNP_0455","lnp_id",2
"PAIR_05521","VP_097","LNP_0366","lnp_id",3
"PAIR_05522","VP_182","LNP_0130","lnp_id",4
"PAIR_05523","VP_167","LNP_0436","lnp_id",2
"PAIR_05524","VP_023","LNP_0139","lnp_id",4
"PAIR_05525","VP_141","LNP_0384","lnp_id",3
"PAIR_05526","VP_143","LNP_0194","lnp_id",4
"PAIR_05527","VP_162","LNP_0218","lnp_id",3
"PAIR_05528","VP_143","LNP_0330","lnp_id",5
"PAIR_05529","VP_180","LNP_0394","lnp_id",2
"PAIR_05530","VP_148","LNP_0443","lnp_id",5
"PAIR_05531","VP_148","LNP_0258","lnp_id",5
"PAIR_05532","VP_022","LNP_0337","lnp_id",3
"PAIR_05533","VP_118","LNP_0222","lnp_id",2
"PAIR_05534","VP_059","LNP_0281","lnp_id",3
"PAIR_05535","VP_152","LNP_0199","lnp_id",1
"PAIR_05536","VP_077","LNP_0227","lnp_id",1
"PAIR_05537","VP_010","LNP_0473","lnp_id",1
"PAIR_05538","VP_195","LNP_0448","lnp_id",3
"PAIR_05539","VP_064","LNP_0147","lnp_id",1
"PAIR_05540","VP_070","LNP_0275","lnp_id",2
"PAIR_05541","VP_031","LNP_0396","lnp_id",3
"PAIR_05542","VP_058","LNP_0108","lnp_id",2
"PAIR_05543","VP_060","LNP_0126","lnp_id",1
"PAIR_05544","VP_149","LNP_0350","lnp_id",5
"PAIR_05545","VP_037","LNP_0047","lnp_id",5
"PAIR_05546","VP_184","LNP_0294","lnp_id",4
"PAIR_05547","VP_128","LNP_0139","lnp_id",4
"PAIR_05548","VP_063","LNP_0444","lnp_id",3
"PAIR_05549","VP_150","LNP_0359","lnp_id",2
"PAIR_05550","VP_046","LNP_0095","lnp_id",2
"PAIR_05551","VP_118","LNP_0126","lnp_id",1
"PAIR_05552","VP_146","LNP_0159","lnp_id",5
"PAIR_05553","VP_005","LNP_0040","lnp_id",3
"PAIR_05554","VP_187","LNP_0329","lnp_id",3
"PAIR_05555","VP_056","LNP_0433","lnp_id",1
"PAIR_05556","VP_017","LNP_0180","lnp_id",4
"PAIR_05557","VP_125","LNP_0152","lnp_id",4
"PAIR_05558","VP_034","LNP_0411","lnp_id",1
"PAIR_05559","VP_132","LNP_0339","lnp_id",2
"PAIR_05560","VP_096","LNP_0012","lnp_id",3
"PAIR_05561","VP_027","LNP_0146","lnp_id",1
"PAIR_05562","VP_157","LNP_0422","lnp_id",3
"PAIR_05563","VP_008","LNP_0418","lnp_id",1
"PAIR_05564","VP_067","LNP_0391","lnp_id",2
"PAIR_05565","VP_004","LNP_0454","lnp_id",5
"PAIR_05566","VP_194","LNP_0444","lnp_id",3
"PAIR_05567","VP_074","LNP_0064","lnp_id",5
"PAIR_05568","VP_082","LNP_0197","lnp_id",5
"PAIR_05569","VP_024","LNP_0158","lnp_id",5
"PAIR_05570","VP_005","LNP_0398","lnp_id",5
"PAIR_05571","VP_069","LNP_0369","lnp_id",2
"PAIR_05572","VP_093","LNP_0228","lnp_id",1
"PAIR_05573","VP_017","LNP_0107","lnp_id",1
"PAIR_05574","VP_150","LNP_0079","lnp_id",2
"PAIR_05575","VP_065","LNP_0260","lnp_id",1
"PAIR_05576","VP_014","LNP_0339","lnp_id",2
"PAIR_05577","VP_140","LNP_0466","lnp_id",3
"PAIR_05578","VP_046","LNP_0080","lnp_id",4
"PAIR_05579","VP_092","LNP_0281","lnp_id",3
"PAIR_05580","VP_051","LNP_0100","lnp_id",2
"PAIR_05581","VP_143","LNP_0148","lnp_id",2
"PAIR_05582","VP_147","LNP_0250","lnp_id",5
"PAIR_05583","VP_025","LNP_0077","lnp_id",3
"PAIR_05584","VP_021","LNP_0324","lnp_id",3
"PAIR_05585","VP_089","LNP_0199","lnp_id",1
"PAIR_05586","VP_079","LNP_0229","lnp_id",1
"PAIR_05587","VP_093","LNP_0419","lnp_id",4
"PAIR_05588","VP_178","LNP_0177","lnp_id",4
"PAIR_05589","VP_104","LNP_0394","lnp_id",2
"PAIR_05590","VP_178","LNP_0469","lnp_id",3
"PAIR_05591","VP_146","LNP_0412","lnp_id",3
"PAIR_05592","VP_136","LNP_0352","lnp_id",4
"PAIR_05593","VP_049","LNP_0343","lnp_id",2
"PAIR_05594","VP_191","LNP_0438","lnp_id",5
"PAIR_05595","VP_175","LNP_0146","lnp_id",1
"PAIR_05596","VP_119","LNP_0225","lnp_id",1
"PAIR_05597","VP_128","LNP_0374","lnp_id",2
"PAIR_05598","VP_049","LNP_0145","lnp_id",3
"PAIR_05599","VP_043","LNP_0249","lnp_id",1
"PAIR_05600","VP_126","LNP_0363","lnp_id",2
"PAIR_05601","VP_097","LNP_0232","lnp_id",4
"PAIR_05602","VP_100","LNP_0202","lnp_id",1
"PAIR_05603","VP_142","LNP_0264","lnp_id",1
"PAIR_05604","VP_081","LNP_0434","lnp_id",3
"PAIR_05605","VP_180","LNP_0193","lnp_id",1
"PAIR_05606","VP_191","LNP_0347","lnp_id",4
"PAIR_05607","VP_158","LNP_0051","lnp_id",1
"PAIR_05608","VP_125","LNP_0405","lnp_id",4
"PAIR_05609","VP_025","LNP_0484","lnp_id",3
"PAIR_05610","VP_088","LNP_0390","lnp_id",3
"PAIR_05611","VP_088","LNP_0390","lnp_id",3
"PAIR_05612","VP_122","LNP_0301","lnp_id",1
"PAIR_05613","VP_040","LNP_0357","lnp_id",2
"PAIR_05614","VP_133","LNP_0270","lnp_id",1
"PAIR_05615","VP_155","LNP_0275","lnp_id",2
"PAIR_05616","VP_089","LNP_0358","lnp_id",4
"PAIR_05617","VP_118","LNP_0201","lnp_id",3
"PAIR_05618","VP_112","LNP_0360","lnp_id",5
"PAIR_05619","VP_183","LNP_0153","lnp_id",2
"PAIR_05620","VP_119","LNP_0330","lnp_id",5
"PAIR_05621","VP_150","LNP_0443","lnp_id",5
"PAIR_05622","VP_187","LNP_0413","lnp_id",5
"PAIR_05623","VP_013","LNP_0264","lnp_id",1
"PAIR_05624","VP_094","LNP_0020","lnp_id",1
"PAIR_05625","VP_083","LNP_0442","lnp_id",5
"PAIR_05626","VP_175","LNP_0410","lnp_id",2
"PAIR_05627","VP_160","LNP_0180","lnp_id",4
"PAIR_05628","VP_103","LNP_0260","lnp_id",1
"PAIR_05629","VP_167","LNP_0045","lnp_id",2
"PAIR_05630","VP_077","LNP_0363","lnp_id",2
"PAIR_05631","VP_173","LNP_0300","lnp_id",2
"PAIR_05632","VP_186","LNP_0312","lnp_id",2
"PAIR_05633","VP_014","LNP_0372","lnp_id",4
"PAIR_05634","VP_112","LNP_0406","lnp_id",3
"PAIR_05635","VP_127","LNP_0437","lnp_id",1
"PAIR_05636","VP_191","LNP_0306","lnp_id",2
"PAIR_05637","VP_099","LNP_0330","lnp_id",5
"PAIR_05638","VP_147","LNP_0194","lnp_id",4
"PAIR_05639","VP_094","LNP_0306","lnp_id",2
"PAIR_05640","VP_032","LNP_0276","lnp_id",5
"PAIR_05641","VP_016","LNP_0394","lnp_id",2
"PAIR_05642","VP_179","LNP_0089","lnp_id",2
"PAIR_05643","VP_057","LNP_0366","lnp_id",3
"PAIR_05644","VP_066","LNP_0283","lnp_id",1
"PAIR_05645","VP_116","LNP_0043","lnp_id",3
"PAIR_05646","VP_130","LNP_0261","lnp_id",1
"PAIR_05647","VP_161","LNP_0243","lnp_id",3
"PAIR_05648","VP_194","LNP_0099","lnp_id",5
"PAIR_05649","VP_024","LNP_0102","lnp_id",3
"PAIR_05650","VP_122","LNP_0042","lnp_id",4
"PAIR_05651","VP_135","LNP_0094","lnp_id",1
"PAIR_05652","VP_182","LNP_0261","lnp_id",1
"PAIR_05653","VP_098","LNP_0237","lnp_id",4
"PAIR_05654","VP_008","LNP_0300","lnp_id",2
"PAIR_05655","VP_198","LNP_0405","lnp_id",4
"PAIR_05656","VP_118","LNP_0233","lnp_id",2
"PAIR_05657","VP_042","LNP_0100","lnp_id",2
"PAIR_05658","VP_131","LNP_0087","lnp_id",2
"PAIR_05659","VP_156","LNP_0337","lnp_id",3
"PAIR_05660","VP_009","LNP_0387","lnp_id",2
"PAIR_05661","VP_125","LNP_0404","lnp_id",3
"PAIR_05662","VP_047","LNP_0459","lnp_id",4
"PAIR_05663","VP_189","LNP_0007","lnp_id",3
"PAIR_05664","VP_181","LNP_0307","lnp_id",1
"PAIR_05665","VP_155","LNP_0406","lnp_id",3
"PAIR_05666","VP_156","LNP_0190","lnp_id",4
"PAIR_05667","VP_049","LNP_0375","lnp_id",4
"PAIR_05668","VP_082","LNP_0405","lnp_id",4
"PAIR_05669","VP_152","LNP_0367","lnp_id",3
"PAIR_05670","VP_161","LNP_0220","lnp_id",2
"PAIR_05671","VP_099","LNP_0344","lnp_id",5
"PAIR_05672","VP_016","LNP_0310","lnp_id",1
"PAIR_05673","VP_042","LNP_0279","lnp_id",5
"PAIR_05674","VP_036","LNP_0008","lnp_id",4
"PAIR_05675","VP_085","LNP_0281","lnp_id",3
"PAIR_05676","VP_200","LNP_0390","lnp_id",3
"PAIR_05677","VP_031","LNP_0061","lnp_id",1
"PAIR_05678","VP_049","LNP_0240","lnp_id",2
"PAIR_05679","VP_061","LNP_0262","lnp_id",4
"PAIR_05680","VP_036","LNP_0119","lnp_id",5
"PAIR_05681","VP_127","LNP_0479","lnp_id",5
"PAIR_05682","VP_011","LNP_0469","lnp_id",3
"PAIR_05683","VP_074","LNP_0225","lnp_id",1
"PAIR_05684","VP_100","LNP_0197","lnp_id",5
"PAIR_05685","VP_056","LNP_0207","lnp_id",1
"PAIR_05686","VP_044","LNP_0398","lnp_id",5
"PAIR_05687","VP_004","LNP_0281","lnp_id",3
"PAIR_05688","VP_042","LNP_0080","lnp_id",4
"PAIR_05689","VP_114","LNP_0320","lnp_id",2
"PAIR_05690","VP_172","LNP_0250","lnp_id",5
"PAIR_05691","VP_187","LNP_0051","lnp_id",1
"PAIR_05692","VP_194","LNP_0157","lnp_id",3
"PAIR_05693","VP_060","LNP_0130","lnp_id",4
"PAIR_05694","VP_019","LNP_0266","lnp_id",2
"PAIR_05695","VP_192","LNP_0445","lnp_id",1
"PAIR_05696","VP_017","LNP_0021","lnp_id",2
"PAIR_05697","VP_109","LNP_0438","lnp_id",5
"PAIR_05698","VP_046","LNP_0104","lnp_id",5
"PAIR_05699","VP_136","LNP_0182","lnp_id",2
"PAIR_05700","VP_053","LNP_0351","lnp_id",2
"PAIR_05701","VP_043","LNP_0398","lnp_id",5
"PAIR_05702","VP_101","LNP_0031","lnp_id",4
"PAIR_05703","VP_110","LNP_0440","lnp_id",3
"PAIR_05704","VP_184","LNP_0022","lnp_id",2
"PAIR_05705","VP_004","LNP_0396","lnp_id",3
"PAIR_05706","VP_180","LNP_0273","lnp_id",3
"PAIR_05707","VP_067","LNP_0013","lnp_id",2
"PAIR_05708","VP_110","LNP_0085","lnp_id",4
"PAIR_05709","VP_036","LNP_0039","lnp_id",1
"PAIR_05710","VP_121","LNP_0342","lnp_id",4
"PAIR_05711","VP_069","LNP_0299","lnp_id",3
"PAIR_05712","VP_185","LNP_0243","lnp_id",3
"PAIR_05713","VP_162","LNP_0138","lnp_id",5
"PAIR_05714","VP_145","LNP_0262","lnp_id",4
"PAIR_05715","VP_010","LNP_0342","lnp_id",4
"PAIR_05716","VP_132","LNP_0269","lnp_id",5
"PAIR_05717","VP_058","LNP_0140","lnp_id",4
"PAIR_05718","VP_187","LNP_0324","lnp_id",3
"PAIR_05719","VP_032","LNP_0178","lnp_id",4
"PAIR_05720","VP_122","LNP_0152","lnp_id",4
"PAIR_05721","VP_069","LNP_0032","lnp_id",2
"PAIR_05722","VP_099","LNP_0471","lnp_id",2
"PAIR_05723","VP_138","LNP_0445","lnp_id",1
"PAIR_05724","VP_133","LNP_0399","lnp_id",3
"PAIR_05725","VP_001","LNP_0159","lnp_id",5
"PAIR_05726","VP_178","LNP_0196","lnp_id",2
"PAIR_05727","VP_047","LNP_0190","lnp_id",4
"PAIR_05728","VP_146","LNP_0204","lnp_id",3
"PAIR_05729","VP_074","LNP_0065","lnp_id",5
"PAIR_05730","VP_081","LNP_0411","lnp_id",1
"PAIR_05731","VP_090","LNP_0117","lnp_id",3
"PAIR_05732","VP_007","LNP_0040","lnp_id",3
"PAIR_05733","VP_112","LNP_0258","lnp_id",5
"PAIR_05734","VP_014","LNP_0242","lnp_id",1
"PAIR_05735","VP_021","LNP_0111","lnp_id",4
"PAIR_05736","VP_171","LNP_0211","lnp_id",5
"PAIR_05737","VP_172","LNP_0453","lnp_id",4
"PAIR_05738","VP_077","LNP_0395","lnp_id",1
"PAIR_05739","VP_111","LNP_0216","lnp_id",1
"PAIR_05740","VP_095","LNP_0398","lnp_id",5
"PAIR_05741","VP_161","LNP_0320","lnp_id",2
"PAIR_05742","VP_065","LNP_0195","lnp_id",3
"PAIR_05743","VP_058","LNP_0167","lnp_id",5
"PAIR_05744","VP_175","LNP_0117","lnp_id",3
"PAIR_05745","VP_189","LNP_0174","lnp_id",1
"PAIR_05746","VP_139","LNP_0214","lnp_id",3
"PAIR_05747","VP_085","LNP_0400","lnp_id",3
"PAIR_05748","VP_091","LNP_0302","lnp_id",4
"PAIR_05749","VP_101","LNP_0344","lnp_id",5
"PAIR_05750","VP_131","LNP_0241","lnp_id",1
"PAIR_05751","VP_162","LNP_0425","lnp_id",5
"PAIR_05752","VP_140","LNP_0495","lnp_id",2
"PAIR_05753","VP_148","LNP_0396","lnp_id",3
"PAIR_05754","VP_059","LNP_0008","lnp_id",4
"PAIR_05755","VP_120","LNP_0111","lnp_id",4
"PAIR_05756","VP_062","LNP_0211","lnp_id",5
"PAIR_05757","VP_166","LNP_0067","lnp_id",2
"PAIR_05758","VP_199","LNP_0319","lnp_id",3
"PAIR_05759","VP_036","LNP_0475","lnp_id",1
"PAIR_05760","VP_190","LNP_0457","lnp_id",1
"PAIR_05761","VP_136","LNP_0410","lnp_id",2
"PAIR_05762","VP_142","LNP_0145","lnp_id",3
"PAIR_05763","VP_185","LNP_0432","lnp_id",5
"PAIR_05764","VP_062","LNP_0340","lnp_id",5
"PAIR_05765","VP_027","LNP_0065","lnp_id",5
"PAIR_05766","VP_122","LNP_0412","lnp_id",3
"PAIR_05767","VP_126","LNP_0193","lnp_id",1
"PAIR_05768","VP_055","LNP_0433","lnp_id",1
"PAIR_05769","VP_032","LNP_0270","lnp_id",1
"PAIR_05770","VP_024","LNP_0212","lnp_id",4
"PAIR_05771","VP_103","LNP_0225","lnp_id",1
"PAIR_05772","VP_150","LNP_0337","lnp_id",3
"PAIR_05773","VP_038","LNP_0103","lnp_id",5
"PAIR_05774","VP_085","LNP_0377","lnp_id",4
"PAIR_05775","VP_083","LNP_0333","lnp_id",2
"PAIR_05776","VP_023","LNP_0048","lnp_id",1
"PAIR_05777","VP_143","LNP_0432","lnp_id",5
"PAIR_05778","VP_009","LNP_0278","lnp_id",4
"PAIR_05779","VP_051","LNP_0202","lnp_id",1
"PAIR_05780","VP_095","LNP_0181","lnp_id",3
"PAIR_05781","VP_198","LNP_0219","lnp_id",3
"PAIR_05782","VP_105","LNP_0207","lnp_id",1
"PAIR_05783","VP_092","LNP_0068","lnp_id",2
"PAIR_05784","VP_079","LNP_0095","lnp_id",2
"PAIR_05785","VP_004","LNP_0136","lnp_id",2
"PAIR_05786","VP_169","LNP_0475","lnp_id",1
"PAIR_05787","VP_104","LNP_0147","lnp_id",1
"PAIR_05788","VP_039","LNP_0226","lnp_id",2
"PAIR_05789","VP_074","LNP_0253","lnp_id",2
"PAIR_05790","VP_140","LNP_0243","lnp_id",3
"PAIR_05791","VP_107","LNP_0141","lnp_id",5
"PAIR_05792","VP_198","LNP_0112","lnp_id",3
"PAIR_05793","VP_139","LNP_0351","lnp_id",2
"PAIR_05794","VP_009","LNP_0051","lnp_id",1
"PAIR_05795","VP_028","LNP_0047","lnp_id",5
"PAIR_05796","VP_147","LNP_0268","lnp_id",3
"PAIR_05797","VP_192","LNP_0331","lnp_id",1
"PAIR_05798","VP_147","LNP_0066","lnp_id",2
"PAIR_05799","VP_002","LNP_0253","lnp_id",2
"PAIR_05800","VP_185","LNP_0368","lnp_id",5
"PAIR_05801","VP_047","LNP_0280","lnp_id",1
"PAIR_05802","VP_118","LNP_0301","lnp_id",1
"PAIR_05803","VP_055","LNP_0117","lnp_id",3
"PAIR_05804","VP_092","LNP_0313","lnp_id",5
"PAIR_05805","VP_113","LNP_0397","lnp_id",2
"PAIR_05806","VP_042","LNP_0222","lnp_id",2
"PAIR_05807","VP_120","LNP_0198","lnp_id",2
"PAIR_05808","VP_184","LNP_0122","lnp_id",3
"PAIR_05809","VP_110","LNP_0182","lnp_id",2
"PAIR_05810","VP_055","LNP_0163","lnp_id",1
"PAIR_05811","VP_139","LNP_0253","lnp_id",2
"PAIR_05812","VP_195","LNP_0424","lnp_id",1
"PAIR_05813","VP_047","LNP_0406","lnp_id",3
"PAIR_05814","VP_163","LNP_0095","lnp_id",2
"PAIR_05815","VP_150","LNP_0483","lnp_id",3
"PAIR_05816","VP_079","LNP_0344","lnp_id",5
"PAIR_05817","VP_049","LNP_0318","lnp_id",3
"PAIR_05818","VP_177","LNP_0374","lnp_id",2
"PAIR_05819","VP_122","LNP_0371","lnp_id",4
"PAIR_05820","VP_026","LNP_0064","lnp_id",5
"PAIR_05821","VP_099","LNP_0287","lnp_id",5
"PAIR_05822","VP_064","LNP_0495","lnp_id",2
"PAIR_05823","VP_171","LNP_0019","lnp_id",4
"PAIR_05824","VP_089","LNP_0055","lnp_id",1
"PAIR_05825","VP_107","LNP_0373","lnp_id",4
"PAIR_05826","VP_071","LNP_0487","lnp_id",5
"PAIR_05827","VP_095","LNP_0183","lnp_id",4
"PAIR_05828","VP_110","LNP_0381","lnp_id",4
"PAIR_05829","VP_089","LNP_0089","lnp_id",2
"PAIR_05830","VP_018","LNP_0392","lnp_id",5
"PAIR_05831","VP_114","LNP_0008","lnp_id",4
"PAIR_05832","VP_147","LNP_0188","lnp_id",5
"PAIR_05833","VP_027","LNP_0061","lnp_id",1
"PAIR_05834","VP_200","LNP_0384","lnp_id",3
"PAIR_05835","VP_076","LNP_0309","lnp_id",2
"PAIR_05836","VP_090","LNP_0483","lnp_id",3
"PAIR_05837","VP_071","LNP_0127","lnp_id",1
"PAIR_05838","VP_029","LNP_0135","lnp_id",4
"PAIR_05839","VP_150","LNP_0467","lnp_id",3
"PAIR_05840","VP_182","LNP_0476","lnp_id",1
"PAIR_05841","VP_152","LNP_0365","lnp_id",2
"PAIR_05842","VP_071","LNP_0081","lnp_id",2
"PAIR_05843","VP_045","LNP_0153","lnp_id",2
"PAIR_05844","VP_191","LNP_0026","lnp_id",1
"PAIR_05845","VP_117","LNP_0359","lnp_id",2
"PAIR_05846","VP_085","LNP_0360","lnp_id",5
"PAIR_05847","VP_155","LNP_0097","lnp_id",5
"PAIR_05848","VP_139","LNP_0267","lnp_id",5
"PAIR_05849","VP_193","LNP_0086","lnp_id",3
"PAIR_05850","VP_029","LNP_0032","lnp_id",2
"PAIR_05851","VP_021","LNP_0085","lnp_id",4
"PAIR_05852","VP_099","LNP_0394","lnp_id",2
"PAIR_05853","VP_023","LNP_0473","lnp_id",1
"PAIR_05854","VP_188","LNP_0446","lnp_id",1
"PAIR_05855","VP_174","LNP_0260","lnp_id",1
"PAIR_05856","VP_055","LNP_0067","lnp_id",2
"PAIR_05857","VP_020","LNP_0304","lnp_id",2
"PAIR_05858","VP_050","LNP_0228","lnp_id",1
"PAIR_05859","VP_126","LNP_0328","lnp_id",3
"PAIR_05860","VP_096","LNP_0137","lnp_id",3
"PAIR_05861","VP_007","LNP_0248","lnp_id",2
"PAIR_05862","VP_179","LNP_0300","lnp_id",2
"PAIR_05863","VP_125","LNP_0472","lnp_id",1
"PAIR_05864","VP_185","LNP_0282","lnp_id",1
"PAIR_05865","VP_112","LNP_0346","lnp_id",3
"PAIR_05866","VP_077","LNP_0141","lnp_id",5
"PAIR_05867","VP_029","LNP_0077","lnp_id",3
"PAIR_05868","VP_079","LNP_0072","lnp_id",2
"PAIR_05869","VP_122","LNP_0471","lnp_id",2
"PAIR_05870","VP_071","LNP_0007","lnp_id",3
"PAIR_05871","VP_063","LNP_0450","lnp_id",1
"PAIR_05872","VP_193","LNP_0281","lnp_id",3
"PAIR_05873","VP_188","LNP_0430","lnp_id",4
"PAIR_05874","VP_135","LNP_0491","lnp_id",5
"PAIR_05875","VP_162","LNP_0331","lnp_id",1
"PAIR_05876","VP_066","LNP_0209","lnp_id",4
"PAIR_05877","VP_101","LNP_0058","lnp_id",3
"PAIR_05878","VP_120","LNP_0366","lnp_id",3
"PAIR_05879","VP_024","LNP_0203","lnp_id",4
"PAIR_05880","VP_154","LNP_0160","lnp_id",4
"PAIR_05881","VP_086","LNP_0373","lnp_id",4
"PAIR_05882","VP_154","LNP_0190","lnp_id",4
"PAIR_05883","VP_021","LNP_0309","lnp_id",2
"PAIR_05884","VP_172","LNP_0191","lnp_id",3
"PAIR_05885","VP_181","LNP_0217","lnp_id",4
"PAIR_05886","VP_114","LNP_0086","lnp_id",3
"PAIR_05887","VP_169","LNP_0079","lnp_id",2
"PAIR_05888","VP_125","LNP_0112","lnp_id",3
"PAIR_05889","VP_116","LNP_0172","lnp_id",1
"PAIR_05890","VP_092","LNP_0104","lnp_id",5
"PAIR_05891","VP_117","LNP_0341","lnp_id",5
"PAIR_05892","VP_134","LNP_0249","lnp_id",1
"PAIR_05893","VP_161","LNP_0381","lnp_id",4
"PAIR_05894","VP_144","LNP_0011","lnp_id",5
"PAIR_05895","VP_136","LNP_0352","lnp_id",4
"PAIR_05896","VP_018","LNP_0187","lnp_id",2
"PAIR_05897","VP_079","LNP_0292","lnp_id",3
"PAIR_05898","VP_023","LNP_0432","lnp_id",5
"PAIR_05899","VP_143","LNP_0468","lnp_id",4
"PAIR_05900","VP_105","LNP_0235","lnp_id",2
"PAIR_05901","VP_132","LNP_0063","lnp_id",1
"PAIR_05902","VP_052","LNP_0436","lnp_id",2
"PAIR_05903","VP_160","LNP_0022","lnp_id",2
"PAIR_05904","VP_160","LNP_0370","lnp_id",2
"PAIR_05905","VP_111","LNP_0407","lnp_id",4
"PAIR_05906","VP_167","LNP_0424","lnp_id",1
"PAIR_05907","VP_183","LNP_0341","lnp_id",5
"PAIR_05908","VP_046","LNP_0204","lnp_id",3
"PAIR_05909","VP_168","LNP_0377","lnp_id",4
